orbital_period_days,transit_duration_hours,transit_depth_ppm,planetary_radius_earth_radii,insolation_flux_earth_flux,equilibrium_temperature_k,stellar_effective_temperature_k,stellar_surface_gravity_log10_cm_s2,stellar_radius_solar_radii,right_ascension_decimal_degrees,declination_decimal_degrees
1.137525054,2.68228,18000.0,42.74,2197.52,1746.0,5912.0,4.467,0.937,286.36188,45.555161
23.79993927,5.02319,60200.0,51.74,38.92,637.0,5934.0,4.473,0.957,290.49307,45.205898
7.16893064,4.6766,113.0,1.61,469.56,1187.0,6221.0,4.198,1.458,283.9368,49.110329
1.22775877,2.7545,46100.0,48.79,2809.86,1859.0,6207.0,4.412,1.044,289.04999,51.418369
40.24649897,6.0203,159000.0,97.54,82.27,768.0,6594.0,4.051,1.691,296.02509,43.234875
2.27999662,5.7777,12800.0,20.74,3775.07,2000.0,6594.0,4.051,1.691,296.02509,43.234875
2.48658617,2.7189,42100.0,24.39,1077.69,1461.0,5892.0,4.35,1.198,289.80521,46.491711
5.729317577,1.1816,865.0,2.41,123.03,850.0,5320.0,4.589,0.786,293.6413,44.65704
11.77613232,2.8971,1430.0,2.08,9.37,446.0,3980.0,4.722,0.54,294.12143,48.349522
11.60908533,2.2603,489.0,1.71,48.06,671.0,5320.0,4.589,0.786,293.6413,44.65704
162.0479502,9.8974,4840.0,11.52,8.65,437.0,6309.0,4.16,1.567,294.2655,44.7943
40.05881661,5.595,1240.0,3.43,13.57,489.0,5668.0,4.545,0.868,286.01587,45.007771
6.09747233,3.431,218.0,2.22,485.84,1197.0,5661.0,4.09,1.522,288.91644,39.594711
56.637918,6.172,590.0,3.68,24.87,570.0,5661.0,4.09,1.522,288.91644,39.594711
2.243016513,2.721,300.0,1.37,438.46,1167.0,5462.0,4.614,0.732,296.65308,39.322689
8.6531216,4.39,655.0,22.58,84.05,772.0,5421.0,4.564,0.852,289.7439,39.286301
8.99088621,4.2447,470.0,2.78,200.35,960.0,5881.0,4.315,1.171,297.71185,45.261921
34.06456641,9.6114,28500.0,15.57,25.0,570.0,6161.0,4.517,0.892,293.38663,45.87027
4.350087749,2.6428,23600.0,24.77,393.2,1136.0,6060.0,4.495,0.953,283.18909,45.36417
1.744101106,1.5497,9680.0,7.21,251.54,1016.0,4368.0,4.593,0.703,294.91586,45.783871
7.981187121,1.8071,7610.0,18.75,205.88,966.0,6217.0,4.472,0.989,293.70905,45.286388
4.118775582,3.76,2650.0,4.48,306.75,1067.0,5944.0,4.579,0.802,297.60529,45.36068
1.694740233,1.6864,1450.0,2.12,95.14,797.0,3764.0,4.739,0.527,283.55554,45.614262
0.971933156,1.9265,4790.0,50.75,2240.48,1754.0,5592.0,4.445,0.931,297.89658,43.563889
121.5991278,15.1596,10500.0,379.63,3.87,358.0,6036.0,4.551,0.847,294.54739,43.533691
15.06806077,3.3011,19400.0,16.43,71.78,742.0,5982.0,4.493,0.96,295.4783,39.867722
7.886632468,5.2147,6330.0,8.99,232.07,996.0,5847.0,4.304,1.135,295.095,43.537579
8.027681123,3.0942,8730.0,8.43,109.35,824.0,5569.0,4.546,0.887,289.60382,46.314949
50.28635977,6.3212,1120.0,3.88,20.59,543.0,5900.0,4.309,1.167,299.22162,44.693871
22.79020351,5.0394,618.0,2.57,38.27,634.0,5478.0,4.354,1.053,285.0361,45.07106
13.26079792,3.912,199.0,1.47,78.79,760.0,5478.0,4.354,1.053,285.0361,45.07106
1.061932545,2.1429,134.0,2.29,9391.15,2508.0,6134.0,3.975,1.851,288.90253,44.632992
127.8334997,10.914,1830.0,9.46,22.21,554.0,6505.0,3.973,2.17,291.02014,39.22068
10.21864532,3.802,445.0,2.33,169.13,920.0,6100.0,4.376,1.083,296.35867,39.115189
15.573637,5.326,468.0,2.94,96.38,799.0,6100.0,4.376,1.083,296.35867,39.115189
40.1015561,5.246,550.0,2.92,27.31,583.0,6100.0,4.376,1.083,296.35867,39.115189
4.45814897,2.867,188.0,1.61,511.6,1212.0,6100.0,4.376,1.083,296.35867,39.115189
5.663621501,1.2968,1230.0,2.47,84.76,774.0,4917.0,4.601,0.723,284.79102,45.228989
6.230335,1.6493,1450.0,3.7,138.33,875.0,5477.0,4.557,0.865,284.20966,45.25808
12.49340725,2.2614,716.0,2.2,42.08,649.0,5207.0,4.561,0.795,291.02185,37.769791
6.62643441,3.1752,815.0,2.54,151.59,895.0,5616.0,4.529,0.903,287.392,46.059311
3.70122061,2.523,327.0,1.62,330.02,1087.0,5616.0,4.529,0.903,287.392,46.059311
6.247030799,1.4848,1500.0,1.89,16.23,512.0,3821.0,4.764,0.487,299.6777,45.972328
13.73474071,2.769,746.0,2.71,38.11,634.0,5196.0,4.524,0.772,286.91711,38.872219
14.55387488,6.973,320.0,3.45,183.48,939.0,6143.0,4.177,1.507,293.59583,39.02948
0.895277575,2.711,535.0,9.27,77480.31,4253.0,8040.0,3.707,3.325,298.34421,45.40992
81.0637895,3.001,476.0,3.01,16.12,511.0,6198.0,4.237,1.324,300.51712,44.38158
24.8056775,6.148,624.0,2.16,28.22,588.0,5600.0,4.455,0.872,284.67728,44.79768
13.02493307,4.5706,778.0,2.88,90.1,786.0,5657.0,4.364,1.046,297.11511,41.909142
44.3471936,6.43,792.0,2.45,13.0,484.0,5600.0,4.455,0.872,284.67728,44.79768
9.2207691,4.907,140.0,1.02,105.63,817.0,5600.0,4.455,0.872,284.67728,44.79768
13.6396648,5.425,163.0,1.1,62.6,717.0,5600.0,4.455,0.872,284.67728,44.79768
1.922799706,1.8604,260.0,1.28,514.44,1215.0,5194.0,4.559,0.815,285.61746,39.379532
3.222975318,2.9247,233.0,1.47,558.65,1239.0,5823.0,4.427,0.96,292.27612,39.550179
42.0370662,6.282,267.0,1.66,18.16,527.0,5823.0,4.427,0.96,292.27612,39.550179
21.0112068,4.507,164.0,1.4,45.79,663.0,5823.0,4.427,0.96,292.27612,39.550179
4.16811839,2.8084,263.0,2.28,628.73,1277.0,5689.0,4.202,1.313,284.58255,39.220211
5.82348911,2.2441,889.0,3.0,196.33,955.0,5774.0,4.526,0.864,285.96786,45.739071
8.75059775,2.8288,882.0,2.27,51.0,682.0,4942.0,4.599,0.779,295.76083,45.45739
9.41475056,4.736,483.0,19.33,202.58,962.0,6406.0,4.436,1.033,293.17416,45.521229
7.13969705,3.981,513.0,2.24,205.23,965.0,6014.0,4.486,0.993,295.92609,45.383862
18.75470238,3.0331,995.0,1.67,5.03,382.0,3976.0,4.721,0.54,290.47995,45.6007
3.00363219,3.732,101.0,1.43,1441.44,1571.0,6309.0,4.217,1.32,293.64841,38.976021
11.30123036,4.022,277.0,1.85,124.42,852.0,5730.0,4.34,1.122,292.00681,38.820728
0.796722833,2.4551,107.0,1.44,7844.64,2401.0,5959.0,4.121,1.334,294.35049,38.602131
4.24153629,2.971,188.0,1.44,452.95,1177.0,5776.0,4.34,1.047,295.21664,38.77433
17.32419108,8.045,241.0,3.14,204.1,964.0,5968.0,3.972,1.857,286.58316,39.077202
14.37457572,4.7892,336.0,1.94,87.24,779.0,5768.0,4.358,1.067,293.37225,44.785141
9.65188331,4.296,103.0,1.08,148.32,890.0,5768.0,4.358,1.067,293.37225,44.785141
6.0990118,3.6112,228.0,3.16,842.53,1374.0,5743.0,3.881,1.971,296.71735,44.579659
49.4781446,2.493,497.0,1.88,10.73,462.0,5776.0,4.554,0.849,286.96683,44.992489
30.8639476,8.864,257.0,3.01,72.05,743.0,5977.0,4.08,1.571,293.22995,45.05331
2.403640701,1.4012,74.9,1.24,1164.85,1489.0,5881.0,4.315,1.171,297.71185,45.261921
2.90060781,2.563,125.0,1.58,1727.31,1645.0,6547.0,4.241,1.371,296.43408,39.444069
4.51436096,3.0083,231.0,1.84,543.73,1231.0,5940.0,4.306,1.215,290.47742,39.73201
3.77359871,2.7282,176.0,1.29,614.52,1270.0,6224.0,4.404,0.969,294.7699,39.39851
8.18182189,2.4566,300.0,1.77,218.9,981.0,6224.0,4.404,0.969,294.7699,39.39851
13.32389352,3.2208,781.0,1.26,4.83,378.0,3751.0,4.813,0.45,287.05453,45.18037
4.919584997,4.1988,426.0,2.86,702.13,1312.0,6236.0,4.246,1.378,294.4639,49.765041
11.41911886,5.135,509.0,3.32,170.33,921.0,6311.0,4.398,1.172,283.57422,45.734798
11.36113254,4.1886,570.0,2.6,134.97,869.0,6244.0,4.46,1.009,287.45279,45.704399
14.53410833,3.3094,511.0,1.36,7.34,420.0,3957.0,4.693,0.553,290.29456,45.56461
33.0063185,7.118,278.0,3.13,86.38,778.0,5968.0,3.972,1.857,286.58316,39.077202
11.13127159,4.2372,211.0,2.06,194.31,952.0,5800.0,4.202,1.435,288.1337,38.99688
3.47143963,3.663,99.8,1.19,805.05,1358.0,6341.0,4.409,1.111,290.86142,38.641129
29.6193891,4.9595,315.0,1.74,26.79,580.0,5618.0,4.401,0.996,291.01904,38.54557
8.925079516,2.6766,978.0,2.36,36.89,628.0,4728.0,4.628,0.693,287.99789,50.944328
8.0922105,5.7696,65.3,1.44,331.65,1089.0,5774.0,4.106,1.395,296.00711,44.853474
3.117087797,3.06941,12200.0,88.51,2725.12,1842.0,6338.0,3.973,2.046,283.31592,48.404873
22.687155,5.4921,960.0,3.2,42.95,653.0,5657.0,4.364,1.046,297.11511,41.909142
0.668483615,2.0909,2900.0,29.53,2642.17,1832.0,5546.0,4.575,0.81,298.25803,48.217361
4.429633087,3.0257,6120.0,32.12,192.62,950.0,5344.0,4.545,0.809,282.23273,48.271198
1.544927524,1.0134,139.0,1.39,2606.96,1824.0,6309.0,4.34,1.132,294.18967,39.617119
4.48758768,2.874,112.0,1.37,684.07,1305.0,6060.0,4.227,1.257,284.86014,39.240551
4.70818628,3.278,56500.0,42.99,282.41,1046.0,5868.0,4.53,0.894,291.61008,42.759762
14.40585744,5.48509,30400.0,23.42,146.95,888.0,5945.0,4.196,1.346,293.02036,42.508835
7.702374154,3.8459,18400.0,225.25,109.38,825.0,5598.0,4.565,0.83,292.7399,42.359402
16.56062577,2.611,701.0,2.94,57.28,701.0,5818.0,4.436,0.855,285.24667,45.950191
15.74958583,4.6672,660.0,2.77,86.18,777.0,6191.0,4.454,1.025,285.43552,45.976021
37.8145252,9.109,413.0,3.04,36.25,626.0,5988.0,4.278,1.314,291.07468,45.24258
12.64504291,9.117,200.0,1.55,71.28,741.0,5607.0,4.447,0.886,285.34583,45.367779
21.5262958,8.392,190.0,1.36,35.03,621.0,5607.0,4.447,0.886,285.34583,45.367779
33.8845825,6.538,224.0,1.74,19.13,533.0,5607.0,4.447,0.886,285.34583,45.367779
6.40087137,2.5561,134.0,1.91,357.44,1109.0,5426.0,4.107,1.421,287.30786,39.14473
30.1599411,7.874,176.0,4.54,115.69,836.0,5010.0,3.62,3.051,290.10718,38.702229
51.0771048,11.233,142.0,3.66,57.28,702.0,5010.0,3.62,3.051,290.10718,38.702229
7.388833611,5.62857,13100.0,10.66,139.94,877.0,5845.0,4.558,0.838,293.8129,42.04871
2.698021895,23.192,6720.0,52.51,1481.76,1582.0,6568.0,4.36,1.211,291.98694,42.037651
117.931108,5.8796,8510.0,10.36,7.2,418.0,6392.0,4.425,1.072,289.02017,48.119808
4.887806806,2.4078,4680.0,5.71,167.54,918.0,5284.0,4.523,0.812,297.71039,48.083832
11.97360504,4.3117,3820.0,38.2,106.83,820.0,6146.0,4.497,0.943,296.71634,48.211262
1.231364189,5.8574,1100.0,5.39,2005.15,1707.0,5897.0,4.429,0.891,290.29385,47.96759
2.102416517,1.7684,1500.0,29.29,1003.06,1435.0,5999.0,4.494,0.959,294.0217,48.390419
11.7031093,2.0467,4200.0,37.3,102.47,811.0,6014.0,4.494,0.958,296.93268,48.266491
13.73808249,3.354,661.0,3.84,163.52,912.0,6375.0,4.292,1.178,298.18362,42.01313
16.66216657,3.8762,27400.0,843.45,114.41,834.0,6440.0,4.38,1.169,286.30026,42.374828
0.752159702,2.3621,3430.0,43.73,5767.22,2224.0,5916.0,4.296,1.175,297.10837,42.751663
4.81886153,6.223,1320.0,2.96,98.29,803.0,5030.0,4.658,0.651,294.09109,42.491459
125.8654019,9.0191,12400.0,12.37,5.71,394.0,5933.0,4.342,1.115,297.46533,42.882839
34.5439452,3.482,430.0,2.67,32.02,607.0,5933.0,4.342,1.115,297.46533,42.882839
10.74241765,6.0633,415.0,3.06,243.94,1008.0,5761.0,4.091,1.518,294.21893,49.479221
4.02378908,3.237,32.1,2.24,9293.19,2504.0,7516.0,3.651,3.685,301.26144,45.104893
2.495780169,4.2721,25100.0,15.75,929.47,1408.0,6039.0,4.426,0.992,296.50739,49.457291
8.428090255,1.881,11400.0,517.43,105.54,817.0,5761.0,4.573,0.805,284.98886,49.62606
8.344104633,1.8014,9700.0,836.31,89.55,785.0,5447.0,4.559,0.838,298.76062,48.600182
1.714274727,2.06728,28500.0,25.0,110.02,827.0,3874.0,4.715,0.535,295.62222,42.09288
137.759605,9.1713,83300.0,49.52,5.81,396.0,5323.0,4.085,1.452,295.86691,42.062672
2.155278342,2.1064,20700.0,16.89,620.67,1272.0,5665.0,4.568,0.82,297.70712,42.047371
3.661326482,2.5714,17800.0,12.07,258.6,1023.0,5319.0,4.501,0.798,298.09171,41.794128
4.75400072,2.5394,749.0,2.0,85.23,775.0,4728.0,4.628,0.693,287.99789,50.944328
165.739861,24.9393,7340.0,57.54,54.1,692.0,5019.0,2.99,6.836,298.94815,41.812149
9.08937826,6.255,780.0,5.35,351.45,1104.0,6739.0,4.332,1.275,297.116,47.737949
3.234699282,3.59385,10600.0,13.06,797.62,1356.0,5640.0,4.236,1.291,296.83725,48.239944
31.99552485,4.2817,1380.0,4.12,27.17,582.0,5657.0,4.364,1.046,297.11511,41.909142
1.577800747,2.1626,698.0,31.24,1236.23,1513.0,6089.0,4.566,0.802,292.08905,47.929642
2.380862632,4.20416,32600.0,21.65,1133.0,1480.0,5821.0,4.297,1.129,289.79077,48.448139
1.752567456,5.4993,607.0,26.56,1202.54,1502.0,5739.0,4.433,0.996,298.80545,42.39584
51.92920654,5.2637,3430.0,8.49,25.6,574.0,5671.0,4.128,1.442,294.96606,42.708569
3.014330766,2.4747,975.0,2.87,377.79,1124.0,5209.0,4.446,0.953,298.45953,42.187431
5.644914154,2.2599,1400.0,2.66,72.38,744.0,4769.0,4.622,0.714,295.8255,42.94339
3.105507835,1.7458,905.0,2.68,217.91,980.0,4989.0,4.585,0.791,287.05173,40.211552
1.336109338,1.7419,2200.0,35.19,2106.49,1727.0,6119.0,4.46,0.967,285.41196,48.725231
13.35151248,3.6045,3310.0,4.44,27.77,585.0,4843.0,4.562,0.754,290.1127,48.577782
5.841636615,1.8734,1340.0,1.38,9.38,446.0,3526.0,4.866,0.383,286.54001,49.437328
19.85029495,2.8407,1610.0,1.52,1.83,297.0,3526.0,4.866,0.383,286.54001,49.437328
15.27443889,6.0765,207.0,2.17,152.62,896.0,5761.0,4.091,1.518,294.21893,49.479221
22.34293693,7.0813,2690.0,2.92,6.01,399.0,4260.0,4.663,0.58,297.33563,41.89048
119.4081716,9.3537,18600.0,16.26,2.72,328.0,5316.0,4.477,0.872,281.74261,42.123081
1.171536413,1.5878,1130.0,7.12,7673.2,2387.0,7021.0,4.275,1.485,297.88437,41.931252
0.973547911,2.2858,436.0,11.52,2556.6,1814.0,6084.0,4.542,0.863,298.79498,41.759769
3.053563251,3.2551,508.0,21.79,444.16,1171.0,5764.0,4.548,0.863,298.13525,41.95105
1.031096352,2.781,265.0,2.36,3954.46,2020.0,6371.0,4.426,1.072,296.14877,47.934872
11.00817635,2.013,1460.0,2.15,13.39,488.0,4141.0,4.684,0.582,293.61371,47.839001
92.7495777,5.506,1110.0,1.87,0.78,240.0,4141.0,4.684,0.582,293.61371,47.839001
52.5008645,14.9066,947.0,12.41,102.94,812.0,4976.0,3.331,4.157,293.2822,48.2859
0.63133171,1.1487,435.0,1.2,726.72,1322.0,4441.0,4.71,0.53,291.59409,48.44561
12.69905011,2.9899,797.0,2.62,52.55,686.0,5291.0,4.489,0.882,293.14648,47.729649
8.74292005,2.6277,780.0,1.92,40.33,643.0,4769.0,4.622,0.714,295.8255,42.94339
3.64830183,1.9985,372.0,1.33,129.44,860.0,4769.0,4.622,0.714,295.8255,42.94339
2.345863002,1.6795,317.0,1.23,233.38,997.0,4769.0,4.622,0.714,295.8255,42.94339
37.1011418,5.5556,1360.0,3.19,18.95,532.0,5986.0,4.527,0.85,291.02069,42.46244
104.8205868,4.4794,3920.0,6.45,4.74,376.0,5986.0,4.527,0.85,291.02069,42.46244
10.8644095,1.853,749.0,1.14,4.09,363.0,3526.0,4.866,0.383,286.54001,49.437328
124.4197175,3.7197,4110.0,10.3,7.07,416.0,5066.0,3.974,1.659,284.25131,48.809608
1.219568047,1.5681,495.0,1.51,578.96,1252.0,4838.0,4.625,0.701,292.32858,49.653542
2.05388477,2.1635,547.0,2.74,1271.11,1523.0,5632.0,4.282,1.176,296.32199,48.971481
38.86848956,6.0573,1000.0,2.81,15.89,509.0,5618.0,4.46,0.897,283.20917,48.777641
35.7353616,8.491,779.0,5.47,84.66,774.0,6366.0,4.045,1.697,287.3912,42.194832
12.30971679,6.74,396.0,3.82,350.46,1104.0,6366.0,4.045,1.697,287.3912,42.194832
14.32407216,4.6577,2050.0,38.86,88.38,782.0,6022.0,4.453,1.039,294.58929,41.944382
27.07237655,6.9592,514.0,2.18,31.58,605.0,5936.0,4.501,0.965,297.20895,41.781712
37.5142128,5.303,935.0,2.68,12.38,478.0,5291.0,4.489,0.882,293.14648,47.729649
55.6391882,7.316,853.0,3.13,12.33,478.0,5949.0,4.493,0.962,289.08365,48.018131
46.6856205,6.3794,589.0,2.52,16.41,513.0,5657.0,4.364,1.046,297.11511,41.909142
34.2966363,19.718,697.0,3.29,27.6,584.0,5490.0,4.263,1.167,294.23007,48.204479
4.59726613,2.909,313.0,1.69,352.4,1105.0,5999.0,4.494,0.959,296.61487,48.082642
9.97716876,5.908,253.0,2.53,263.89,1028.0,5557.0,4.037,1.616,297.79691,39.921371
3.02168007,2.8264,172.0,1.31,744.35,1332.0,6201.0,4.472,0.989,288.82291,40.38905
30.8825387,5.3737,24000.0,15.4,29.12,593.0,6014.0,4.486,0.993,288.72949,42.55088
72.4914068,3.612,1060.0,15.33,56.76,700.0,5754.0,3.639,2.758,299.2475,46.951908
4.93913074,1.362,383.0,24.03,461.47,1182.0,5956.0,4.324,1.17,291.23883,40.163509
2.240486703,1.3988,436.0,1.22,115.98,837.0,4198.0,4.689,0.574,290.82602,44.184109
105.0145774,7.426,296.0,2.29,6.44,406.0,5868.0,4.363,1.042,294.27728,46.675282
4.88084456,2.5574,343.0,1.55,141.0,879.0,4929.0,4.481,0.861,295.02167,46.619221
10.56137217,3.2645,238.0,2.43,133.56,867.0,5610.0,4.316,1.171,293.57776,46.73634
67.6690554,9.556,961.0,3.39,14.24,495.0,6127.0,4.356,1.08,294.16882,46.714611
3.949627144,1.5485,807.0,2.32,206.05,966.0,5155.0,4.523,0.836,292.35394,46.22628
16.00460392,3.9475,832.0,2.24,27.41,583.0,5180.0,4.597,0.769,288.23666,46.605919
3.55650737,8.545,294.0,3.05,918.25,1405.0,4951.0,3.876,1.843,297.12186,46.221909
3.148661555,2.1978,551.0,2.15,342.76,1097.0,5258.0,4.458,0.873,297.77927,46.492741
0.70544824,2.9423,462.0,20.03,2899.07,1868.0,5717.0,4.564,0.826,289.95078,50.657249
3.295701024,1.8268,1750.0,2.81,138.38,875.0,4723.0,4.628,0.691,294.44177,40.55759
9.65349016,2.9029,1310.0,2.41,32.98,611.0,4723.0,4.628,0.691,294.44177,40.55759
5.315954488,1.1165,966.0,2.33,73.19,746.0,4723.0,4.628,0.691,294.44177,40.55759
10.04556377,3.2027,671.0,2.19,81.61,766.0,5632.0,4.554,0.853,284.39429,46.249081
1.499144441,1.4259,259.0,1.09,395.06,1137.0,4723.0,4.628,0.691,294.44177,40.55759
5.082748362,1.7732,277.0,1.4,175.06,928.0,5430.0,4.555,0.858,290.05112,46.713371
5.00673576,1.9398,191.0,2.0,726.94,1324.0,6116.0,4.158,1.383,298.96255,40.630661
9.17617167,4.2642,207.0,1.66,200.99,960.0,5903.0,4.3,1.156,282.06128,47.085491
19.7383992,4.894,168.0,1.61,72.32,744.0,5903.0,4.3,1.156,282.06128,47.085491
41.6980186,5.7047,441.0,2.03,19.61,537.0,5997.0,4.466,0.971,291.40555,40.125488
59.6585348,5.514,1040.0,3.59,5.66,393.0,5243.0,4.547,0.831,293.64417,46.989761
52.6298542,6.118,676.0,3.68,20.65,544.0,5339.0,4.096,1.433,294.78915,46.98399
10.29099413,4.28889,9660.0,13.43,233.08,996.0,5803.0,4.134,1.373,288.25458,43.704868
14.8783945,7.491,323.0,1.63,54.19,692.0,5822.0,4.557,0.837,293.8656,47.026829
59.6222627,6.888,993.0,3.63,13.23,486.0,6108.0,4.471,0.997,294.2413,47.275982
4.9883873,9.059,508.0,3.28,550.52,1236.0,6418.0,4.395,1.171,296.4418,46.616711
8.19596647,2.824,793.0,2.04,48.2,672.0,4723.0,4.557,0.747,295.45715,50.077171
15.59466045,5.0478,868.0,2.74,62.88,718.0,5900.0,4.5,0.929,297.66452,43.248959
56.35407916,3.4449,1040.0,2.59,3.63,352.0,4802.0,4.582,0.701,296.82291,48.107552
36.12895451,2.2348,3760.0,53.72,21.05,546.0,5921.0,4.484,0.912,289.60678,39.938332
32.50456309,2.4657,7590.0,10.68,28.8,591.0,6132.0,4.479,0.947,295.04639,46.97459
1.332560589,4.2427,567.0,1.4,330.32,1086.0,4489.0,4.662,0.609,295.18561,46.786709
31.56904354,2.6364,4230.0,11.18,25.83,575.0,5654.0,4.387,0.998,297.41965,43.876579
9.08590495,2.0718,2120.0,6.28,130.1,861.0,5931.0,4.479,0.866,296.03342,40.019611
0.784512952,2.4623,586.0,25.48,3432.93,1952.0,5997.0,4.522,0.904,299.556,40.456551
0.883778461,1.6339,120.0,1.09,3316.4,1934.0,5975.0,4.453,0.949,298.3949,40.62891
2.465024332,1.262,30.7,0.69,1406.11,1561.0,6139.0,4.291,1.194,284.78619,48.423229
15.86624787,4.25,77.3,1.31,141.18,879.0,6099.0,4.193,1.308,285.47659,41.632717
4.288515468,2.2959,3460.0,76.51,2081.57,1722.0,6378.0,3.878,2.002,284.73859,47.169628
3.797018259,2.2608,14400.0,10.07,219.64,982.0,5167.0,4.527,0.848,290.35803,40.567741
1.340596782,1.6484,108.0,1.16,2393.35,1783.0,5992.0,4.385,1.125,295.32251,39.376492
17.42393582,4.929,771.0,3.29,64.13,722.0,6018.0,4.46,0.969,294.32635,47.217609
9.8786461,1.8915,1470.0,1.6,5.65,393.0,3609.0,4.843,0.422,283.62885,48.391003
44.96407458,4.981,812.0,2.0,4.89,379.0,4827.0,4.615,0.729,294.95511,44.149818
49.7700907,10.065,3530.0,5.12,10.16,455.0,5774.0,4.567,0.818,284.27396,41.535019
12.7319385,4.4157,11400.0,70.11,405.75,1145.0,7238.0,4.221,1.568,295.21661,50.084332
0.520222869,1.2216,270.0,1.52,5038.49,2145.0,5776.0,4.527,0.889,297.04651,49.97039
5.83376197,3.9988,533.0,2.98,403.49,1143.0,6213.0,4.387,1.195,285.0571,46.320679
2.42150341,2.965,172.0,1.62,1305.04,1532.0,6213.0,4.387,1.195,285.0571,46.320679
14.16400071,4.3031,728.0,2.35,54.95,694.0,5440.0,4.438,0.885,297.72427,43.527431
0.840594032,1.404,49.8,0.62,2368.31,1780.0,5440.0,4.438,0.885,297.72427,43.527431
6.20920207,2.637,102.0,0.89,164.98,914.0,5440.0,4.438,0.885,297.72427,43.527431
5.48711441,2.93,1330.0,3.24,115.29,836.0,5103.0,4.562,0.787,299.22433,40.343182
8.29084167,3.613,1030.0,3.21,66.47,728.0,5103.0,4.562,0.787,299.22433,40.343182
3.20539622,2.143,454.0,1.7,236.11,1000.0,5103.0,4.562,0.787,299.22433,40.343182
16.73869035,2.398,997.0,2.56,26.06,576.0,5103.0,4.562,0.787,299.22433,40.343182
5.093938816,3.93144,25000.0,17.19,395.38,1137.0,6197.0,4.449,1.035,288.25284,51.417332
13.93291548,2.6239,132.0,1.66,124.53,852.0,6026.0,4.321,1.207,289.50635,45.370998
2.36436762,3.372,28.4,0.82,2228.09,1752.0,6250.0,4.184,1.543,296.04736,42.743011
20.6654374,3.172,100.0,0.66,13.35,487.0,4830.0,4.605,0.676,294.99023,39.346378
20.31047472,5.3357,165.0,2.41,177.81,931.0,6065.0,3.97,1.877,298.5892,40.75069
69.8347983,8.262,267.0,3.51,80.97,765.0,7732.0,4.075,2.022,293.54889,42.888859
2.53475568,4.5716,463.0,2.02,519.95,1218.0,5662.0,4.532,0.806,298.11121,41.758331
2.59488443,1.684,592.0,2.36,249.92,1014.0,4748.0,4.526,0.797,301.4693,44.159649
43.3167427,4.995,988.0,2.42,10.47,459.0,5654.0,4.59,0.774,293.60126,42.379761
19.18109525,2.424,865.0,1.72,16.42,513.0,5214.0,4.673,0.587,301.08572,44.380192
37.59029855,4.3855,19900.0,14.39,25.53,573.0,6147.0,4.463,1.003,292.87616,48.195309
31.0033072,5.253,645.0,2.72,34.03,616.0,6090.0,4.447,1.071,291.26974,42.096039
3.351556891,2.4005,342.0,1.64,314.73,1074.0,5185.0,4.442,0.911,295.52521,46.459431
2.617028373,2.046,499.0,1.57,233.23,996.0,4831.0,4.568,0.724,290.12231,43.08556
1.876406096,1.531,434.0,1.57,476.68,1192.0,5198.0,4.6,0.759,291.23114,50.56702
6.71425632,3.339,284.0,5.76,1416.6,1565.0,6093.0,3.737,2.623,299.07813,44.293789
150.2412582,10.849,2380.0,4.6,2.72,327.0,5604.0,4.451,0.943,287.28531,51.249981
53.44944498,5.3091,3440.0,5.82,13.23,486.0,5919.0,4.485,1.0,291.0838,40.355251
0.466743525,1.3956,796.0,20.43,5480.92,2197.0,5791.0,4.549,0.856,296.33319,40.896259
1.727177258,2.081,347.0,1.42,576.55,1250.0,5394.0,4.622,0.72,299.14142,40.725899
7.24022418,2.9153,865.0,2.14,62.1,716.0,4955.0,4.61,0.721,288.53867,40.61615
4.64622383,2.5137,447.0,1.82,112.18,830.0,4955.0,4.61,0.721,288.53867,40.61615
10.29674097,2.7292,1010.0,5.75,384.86,1129.0,6068.0,4.04,1.797,297.58313,41.952431
5.93919041,2.285,425.0,3.7,801.92,1357.0,6068.0,4.04,1.797,297.58313,41.952431
19.74733983,3.4444,481.0,2.62,76.57,754.0,6243.0,4.406,1.149,298.39575,42.459751
30.36044536,6.0134,21100.0,10.99,10.47,459.0,4939.0,4.541,0.765,284.87997,49.266991
4.4096675,2.1418,133.0,1.51,476.94,1192.0,5836.0,4.347,1.166,290.41199,44.89933
4.16787814,2.2136,168.0,1.07,202.48,962.0,5251.0,4.541,0.847,291.74838,39.44688
11.79161234,3.036,415.0,2.41,127.75,857.0,5619.0,4.264,1.199,300.9296,44.02879
20.55848388,1.449,677.0,36.9,35.76,624.0,5578.0,4.484,0.936,291.41833,42.579819
26.964501,3.792,602.0,2.2,25.56,573.0,5754.0,4.534,0.905,294.36673,42.252682
7.76845639,3.689,218.0,1.35,118.09,841.0,5447.0,4.481,0.917,293.30023,41.523338
2.178154348,3.4874,429.0,22.22,886.88,1392.0,5947.0,4.482,0.881,288.01486,46.348949
5.03257009,4.213,439.0,2.53,283.49,1047.0,5970.0,4.521,0.908,282.36349,46.67524
40.4286676,7.102,916.0,2.92,14.08,494.0,5813.0,4.561,0.833,289.42459,50.994122
21.3588236,5.823,640.0,2.52,53.89,691.0,6170.0,4.472,0.992,295.40253,50.47863
22.0459163,5.22,805.0,3.05,39.69,640.0,5900.0,4.509,0.951,294.52713,43.36816
49.6456235,23.568,858.0,43.41,41.57,648.0,6273.0,4.129,1.493,295.26349,46.148022
