orbital_period_days,transit_duration_hours,transit_depth_ppm,planetary_radius_earth_radii,insolation_flux_earth_flux,equilibrium_temperature_k,stellar_effective_temperature_k,stellar_surface_gravity_log10_cm_s2,stellar_radius_solar_radii,right_ascension_decimal_degrees,declination_decimal_degrees
1.142946648,3.40234,413000.0,43.5,660.96,1293.0,5058.0,4.651,0.608,298.25748,41.850639
7.217010987,4.4215,78700.0,89.71,341.36,1096.0,6047.0,4.246,1.211,298.69,41.880852
9.72869627,5.628,252.0,42.47,379.75,1126.0,6881.0,4.301,1.351,291.1738,44.449799
0.566791802,2.2,49.3,0.66,4113.39,2040.0,5691.0,4.544,0.887,291.76828,42.757221
2.245738777,8.61629,483000.0,99.05,2156.25,1737.0,6508.0,4.287,1.312,292.68881,42.748001
2.24572117,3.88,48.2,0.74,1131.64,1479.0,6158.0,4.455,1.026,292.69376,42.760899
0.566801906,1.626,89.7,0.55,774.11,1344.0,4208.0,4.662,0.583,292.95926,42.799252
2.316171991,4.03025,251000.0,49.53,651.03,1288.0,5932.0,4.58,0.795,295.37515,42.75378
12.54474243,1.24,263.0,1.88,117.9,840.0,5767.0,4.316,1.159,296.39548,42.78014
0.566810701,6.19,200.0,1.49,3220.92,1921.0,5593.0,4.584,0.752,291.52869,42.86697
0.566813319,3.752,129.0,23.19,6742.52,2313.0,6108.0,4.466,1.03,291.53311,42.83847
28.78725751,13.953,49600.0,91.26,210.02,971.0,5154.0,3.461,3.981,281.08948,44.057941
0.835315046,2.45449,16900.0,30.54,1160.98,1490.0,5009.0,4.584,0.69,282.75241,44.048721
3.07551068,1.683,46.1,0.84,879.95,1389.0,5763.0,4.256,1.242,282.84103,44.049728
26.0164225,4.1768,41100.0,61.04,76.63,755.0,6287.0,4.231,1.28,287.90555,44.01086
6.29340543,3.024,96.4,1.08,312.61,1072.0,6214.0,4.442,1.076,287.94165,44.008018
0.706430188,1.301,50.8,0.41,1116.9,1473.0,5037.0,4.689,0.568,290.59076,44.002579
7.7021729,3.987,74.6,0.85,147.24,888.0,5618.0,4.449,0.969,292.46378,44.090111
0.78430061,2.952,255.0,1.14,1416.91,1566.0,5176.0,4.589,0.681,291.93063,45.22002
2.665875491,7.59461,161000.0,67.43,1199.89,1502.0,6234.0,4.351,1.159,291.99097,45.234138
2.6658312,5.771,40.8,0.99,1807.48,1663.0,6276.0,4.17,1.353,292.01447,45.205681
1.5765874,15.18,29.2,15.68,17781.51,2946.0,6742.0,3.688,3.138,293.5484,45.201
2.52557582,2.32,35.4,0.62,818.81,1364.0,5821.0,4.421,1.036,293.96545,45.273571
2.028512246,5.00309,122000.0,50.28,1333.24,1542.0,6105.0,4.412,1.025,287.12561,46.733479
1.33256167,3.743,59.5,0.63,727.84,1326.0,4895.0,4.502,0.828,295.14157,46.793919
1.332545609,3.997,278.0,28.37,157611.61,5080.0,5154.0,2.435,16.486,295.2258,46.76009
1.33256256,3.088,175.0,16.03,99175.88,4529.0,4601.0,2.321,12.581,295.23248,46.77037
1.33258981,3.987,78.4,0.67,832.33,1369.0,5309.0,4.595,0.763,295.28519,46.770592
1.33258375,4.081,60.9,0.84,2096.92,1727.0,6108.0,4.471,0.997,295.28735,46.75449
8.9648813,61.23,455.0,28.97,276.3,1040.0,6543.0,4.382,1.159,297.52359,46.703129
1.284241817,1.965,167.0,1.18,1643.57,1623.0,5849.0,4.517,0.919,298.17337,48.173611
2.161583501,4.0537,50200.0,29.61,1741.01,1646.0,5888.0,4.167,1.219,298.29193,48.194691
8.7396758,3.866,1430.0,3.29,26.17,577.0,4406.0,4.643,0.628,282.37042,48.259289
0.535493486,2.57,54.0,1.42,24045.87,3181.0,6328.0,4.035,1.864,285.25192,48.286209
24.26168383,7.1617,192000.0,58.48,44.55,659.0,6151.0,4.473,0.983,285.97827,48.225491
32.5325215,13.3991,83500.0,24.35,19.39,535.0,5845.0,4.558,0.838,290.13074,48.289848
4.627775175,3.4079,5680.0,32.62,275.68,1039.0,5845.0,4.541,0.874,296.44351,50.420441
5.60682001,2.714,151.0,1.04,186.43,942.0,5699.0,4.553,0.853,294.73962,50.566841
6.096030635,18.4531,902000.0,406.97,3246.2,1925.0,7598.0,3.867,2.692,296.10501,50.518471
31.95303877,8.0461,17700.0,47.96,131.55,864.0,5524.0,3.693,2.734,288.4874,50.675461
0.577844035,4.291,320.0,18.93,3647.63,1980.0,5693.0,4.57,0.816,290.65952,50.711342
2.630090609,13.6817,517000.0,83.5,1371.02,1551.0,6315.0,4.292,1.108,294.38742,50.717098
43.20459678,15.0402,202000.0,43.15,17.15,519.0,6003.0,4.507,0.932,296.27115,50.886292
1.75147897,7.89,76.7,1.8,7086.5,2340.0,6823.0,4.04,2.037,297.79224,46.935829
3.17796408,0.542,47.7,0.74,270.25,1034.0,5061.0,4.488,0.841,297.63519,41.641869
3.66520844,3.308,65.8,0.82,439.57,1168.0,5579.0,4.389,1.029,295.50269,43.232792
3.05293416,2.155,228.0,1.18,284.82,1047.0,5311.0,4.588,0.788,287.53503,49.801659
12.834857,2.092,294.0,1.73,76.96,755.0,5492.0,4.389,1.016,291.81302,38.088181
36.2530992,4.73,152.0,1.43,27.17,582.0,6002.0,4.424,1.081,296.70724,41.203651
4.02321842,2.162,81.2,0.48,73.5,747.0,4671.0,4.721,0.528,298.41931,45.071442
7.5017934,4.271,135.0,1.32,283.25,1046.0,6321.0,4.417,1.125,293.12738,42.320099
0.912351255,1.072,112.0,1.46,2705.58,1840.0,5481.0,4.369,1.036,291.55051,50.825611
12.4701111,3.616,89.7,2.06,313.87,1074.0,5623.0,3.877,2.109,292.52939,38.489079
3.495457889,6.9796,115000.0,84.49,4186.71,2051.0,8529.0,4.249,1.558,294.07187,38.426922
5.8229815,2.8,282.0,1.36,165.12,914.0,5704.0,4.575,0.804,294.87256,38.43446
4.01668015,2.2828,38000.0,22.11,252.13,1016.0,5448.0,4.497,0.794,286.45258,38.538342
1.89134156,5.891,68.4,0.99,1856.23,1673.0,6387.0,4.41,1.105,289.79056,38.52906
2.881100027,9.43866,663000.0,446.29,17809.19,2946.0,8104.0,3.675,3.369,290.47125,38.528561
0.806277023,7.275,70.8,0.89,4119.09,2046.0,6122.0,4.471,0.996,290.81723,38.53912
0.513482156,2.732,91.6,0.83,4335.56,2072.0,5495.0,4.495,0.882,292.64017,38.513569
4.24748886,3.053,121.0,1.01,319.94,1079.0,5807.0,4.524,0.922,298.38226,39.913521
1.000012952,1.221,36.0,2.12,15781.19,2858.0,5176.0,3.534,3.605,298.47495,39.92321
0.878803439,2.74503,411000.0,51.97,775.9,1347.0,4524.0,4.566,0.737,283.61157,40.05624
1.560158562,3.4248,240000.0,45.91,530.79,1223.0,4926.0,4.548,0.749,286.65768,40.02726
34.18830271,3.01179,118000.0,74.5,44.91,660.0,5757.0,4.134,1.345,288.3205,40.000523
8.65303996,1.091,497.0,1.88,80.51,764.0,5301.0,4.528,0.84,289.08063,40.026791
8.65311903,1.273,207.0,0.85,13.95,493.0,3929.0,4.705,0.55,289.08875,40.018162
12.4257442,29.122,936.0,8.43,1369.63,1551.0,8691.0,4.072,2.193,297.64334,40.62252
12.4254241,24.98,379.0,2.17,76.9,755.0,5853.0,4.529,0.895,297.66238,40.68774
2.991884392,7.5583,124000.0,40.11,1154.88,1486.0,6596.0,4.4,1.094,298.57382,40.676601
1.795273026,7.3232,125000.0,55.26,1714.88,1642.0,6363.0,4.456,1.012,299.38046,40.694759
0.755101141,3.371,76.7,0.19,50.92,680.0,3256.0,5.071,0.207,284.33002,40.736401
1.75251585,3.489,126.0,1.02,1035.27,1447.0,5952.0,4.554,0.844,299.16608,41.863049
8.27923132,2.355,165.0,1.08,104.49,815.0,5631.0,4.557,0.847,291.42236,41.978939
2.212877035,4.66961,376000.0,69.18,1221.98,1507.0,6153.0,4.405,1.0,291.52811,41.915958
0.845097627,1.873,86.5,0.78,1496.92,1584.0,5252.0,4.593,0.783,291.79865,41.963551
17.44564047,6.08966,334000.0,63.46,51.15,682.0,5759.0,4.481,0.945,291.92892,41.956371
14.31315739,8.90236,21600.0,34.98,404.48,1144.0,5750.0,3.703,2.379,292.08383,41.915031
0.676990194,1.69459,20500.0,37.5,3192.15,1919.0,5813.0,4.568,0.816,294.58789,41.914261
0.566803996,3.399,142.0,0.64,786.1,1350.0,4373.0,4.722,0.544,291.58347,42.830051
0.566799927,4.71,145.0,0.77,1738.27,1649.0,5092.0,4.671,0.645,291.64725,42.861191
0.566786121,3.404,81.8,0.79,3678.65,1984.0,5603.0,4.556,0.846,291.68314,42.884411
0.56679797,4.503,72.6,0.65,2467.38,1799.0,5230.0,4.594,0.777,291.77713,42.845871
0.566802891,1.861,49.2,1.29,22107.66,3111.0,6487.0,4.08,1.748,292.91879,42.850082
0.576732089,1.856,35.4,0.43,1316.33,1537.0,4524.0,4.576,0.717,280.77686,42.924541
32.4403392,4.50984,288000.0,44.56,9.52,448.0,5081.0,4.578,0.696,297.3703,44.09877
2.62387291,4.61248,232000.0,74.23,2430.91,1790.0,6728.0,4.206,1.46,299.82968,44.040359
0.75509861,2.6423,60300.0,60.74,7285.15,2359.0,6038.0,4.206,1.213,300.5683,44.029549
3.671661096,4.29947,129000.0,105.82,3539.43,1967.0,7343.0,4.02,1.94,300.63577,44.053398
22.67314568,6.6324,65400.0,30.92,51.67,684.0,5619.0,4.269,1.153,281.0105,44.15377
17.32996587,8.43812,253000.0,42.58,21.34,548.0,5079.0,4.588,0.683,282.76163,45.398521
1.890227354,3.855,112000.0,42.05,551.66,1236.0,5356.0,4.589,0.78,285.03131,45.380451
1.387206724,3.82527,151000.0,103.41,11126.98,2619.0,7207.0,4.06,1.894,286.00845,45.35603
1.38718209,2.595,45.5,0.68,2011.41,1707.0,6122.0,4.471,0.996,286.0213,45.343681
35.02656485,2.90121,120000.0,34.88,13.56,489.0,5546.0,4.575,0.81,292.87848,45.344372
7.918267,3.478,83.7,0.93,195.36,953.0,5966.0,4.418,1.016,293.20148,45.354691
3.138580493,4.16343,233000.0,59.24,635.61,1281.0,5593.0,4.311,1.083,294.47293,45.389721
10.2170589,2.259,121.0,1.17,176.34,929.0,6211.0,4.384,1.054,298.54852,46.756641
3.50474265,8.2852,88600.0,200.24,12355.55,2689.0,7624.0,3.622,3.682,299.58655,46.765541
2.14344093,3.9741,133000.0,28.69,269.48,1033.0,4817.0,4.624,0.7,299.68179,46.735352
9.058487716,4.14334,128000.0,20.51,21.15,547.0,4340.0,4.671,0.573,282.54208,46.856628
2.856085147,4.5776,174000.0,88.52,2164.0,1739.0,6604.0,4.178,1.526,284.06732,46.809582
0.876941133,1.296,73.5,0.85,3332.14,1938.0,6018.0,4.485,0.975,294.21442,48.258179
39.23814157,6.07183,439000.0,90.93,43.69,656.0,6599.0,4.35,1.234,285.97623,48.320782
53.7406575,47.2475,117000.0,25.44,5.93,398.0,5288.0,4.577,0.737,292.21005,48.315643
7.436016459,4.16284,107000.0,31.39,207.61,968.0,6214.0,4.501,0.933,293.34525,48.382301
0.750737313,1.712,38.8,0.48,1558.69,1603.0,5151.0,4.602,0.761,293.82587,48.34436
14.36102158,13.2895,460000.0,45.9,29.44,594.0,5229.0,4.607,0.668,298.34381,48.335892
2.570431263,5.49699,76800.0,50.18,936.9,1411.0,6244.0,4.473,0.971,298.74158,48.326962
6.64024496,6.03491,224000.0,74.4,364.44,1114.0,6085.0,4.293,1.215,286.61066,48.479729
14.84424039,6.83577,83400.0,28.97,101.98,810.0,6161.0,4.367,0.988,287.57361,50.99873
4.42158021,10.4532,61000.0,188.89,10243.23,2565.0,8026.0,3.65,3.461,296.49069,50.905861
25.32169873,4.45367,120000.0,56.62,43.39,655.0,6109.0,4.455,1.029,288.40378,51.073761
3.14735789,3.643,51.8,3.45,5635.4,2209.0,5189.0,3.352,4.93,289.82199,51.063492
37.87848359,10.5972,222000.0,46.42,15.19,503.0,5985.0,4.603,0.758,291.11057,51.058929
10.11614452,2.70314,58100.0,17.21,21.56,549.0,4717.0,4.737,0.519,288.51062,51.162472
0.684496369,2.263,28.4,1.12,17099.5,2913.0,5800.0,3.866,2.053,289.5249,51.172005
1.953285321,1.67598,1520.0,151.56,17363.68,2927.0,6450.0,3.501,3.928,289.57025,51.125702
1.012174295,4.6617,323000.0,114.4,13215.77,2737.0,6987.0,4.096,1.716,294.10941,44.691078
2.61090223,1.976,223.0,1.8,724.16,1323.0,5514.0,4.345,1.071,299.16953,43.44109
17.6637979,6.194,67.9,2.98,455.65,1178.0,5734.0,3.591,3.405,293.57394,45.384541
4.02664625,3.771,30.0,0.68,715.51,1318.0,6187.0,4.341,1.238,290.02591,48.335949
0.892061734,2.24307,75600.0,46.75,2090.54,1724.0,5561.0,4.512,0.855,295.14029,38.597542
3.471399214,5.07707,92300.0,89.62,1390.76,1558.0,6026.0,4.101,1.689,290.85925,38.633808
4.176929219,5.2003,70400.0,31.35,183.08,938.0,5462.0,4.628,0.708,291.05762,38.64534
8.1770751,4.608,44.3,0.83,365.09,1115.0,6501.0,4.281,1.209,292.10071,38.61499
569.45051,9.63,425.0,1.96,0.61,225.0,6117.0,4.496,0.947,292.47549,38.691311
0.823014905,3.5426,851.0,22.17,1136.75,1482.0,4975.0,4.614,0.724,294.47253,38.67551
26.95123768,8.27486,86700.0,146.33,324.38,1082.0,6675.0,3.748,2.747,293.82971,40.031189
18.11208877,6.7828,117000.0,96.62,307.27,1068.0,7323.0,4.167,1.722,294.24017,40.00745
4.84505985,2.078,298.0,1.54,64.57,723.0,4337.0,4.581,0.714,295.79138,40.01236
4.408295716,3.62479,38000.0,35.68,186.23,942.0,5496.0,4.607,0.743,295.98352,40.061661
8.665259912,3.1088,1840.0,82.42,852.84,1378.0,6071.0,3.796,2.389,297.38254,40.02417
4.726086185,4.39793,182000.0,41.38,267.96,1032.0,5873.0,4.547,0.863,297.61514,40.06081
8.643550046,3.1273,67300.0,38.21,87.16,779.0,5679.0,4.605,0.747,297.85007,40.068722
623.70774,6.688,251.0,1.81,1.05,258.0,6626.0,4.347,1.132,294.95258,44.207909
1.51945182,2.95,13.7,0.5,3080.82,1901.0,6168.0,4.25,1.307,290.4678,40.754238
0.759755409,2.734,70.0,0.91,4773.08,2121.0,6090.0,4.447,1.071,290.49057,40.722191
5.082523739,5.04732,276000.0,61.88,606.33,1266.0,6507.0,4.343,1.145,290.92267,40.777359
1.02547271,1.996,27.0,0.94,11800.82,2657.0,6862.0,4.114,1.712,292.11362,40.792179
1.025465924,3.71841,153000.0,106.84,12744.17,2710.0,6700.0,4.041,1.883,292.18344,40.707241
74.98529295,6.23451,105000.0,49.22,7.69,425.0,5955.0,4.52,0.91,292.34787,40.733101
25.76205672,14.8694,448000.0,74.87,31.48,604.0,5539.0,4.393,1.027,296.98712,40.77536
1.995728294,6.43532,252000.0,45.2,928.82,1409.0,5807.0,4.455,0.861,297.81381,41.963051
10.76839193,12.5252,107000.0,52.8,209.25,970.0,5226.0,3.97,1.643,298.54251,41.953201
3.84615171,2.24,137.0,1.14,487.47,1199.0,6106.0,4.487,0.966,299.07507,41.94223
0.733724504,2.208,45.9,0.96,10830.96,2601.0,6175.0,4.099,1.405,283.72507,42.027374
1.28940823,3.652,32.1,2.48,22119.66,3112.0,5826.0,3.465,4.189,283.77316,42.070862
5.08840787,4.77204,387000.0,55.3,181.75,937.0,5618.0,4.583,0.791,287.04648,42.000519
18.52782408,5.88678,76200.0,64.66,322.19,1080.0,6154.0,3.793,2.321,287.67276,42.059158
12.15524112,6.84353,85500.0,34.62,91.2,788.0,5761.0,4.413,0.932,281.49689,42.906078
4.48559215,0.8161,2270.0,0.95,4.2,365.0,3236.0,5.097,0.193,287.5264,42.912899
0.566811926,4.181,82.6,0.91,6584.06,2293.0,6165.0,4.474,0.942,291.74191,42.958309
2.525386934,3.71613,125000.0,67.24,1982.55,1701.0,6826.0,4.337,1.233,292.62149,42.92197
0.566801506,1.738,29.5,0.62,10156.53,2557.0,6398.0,4.358,1.111,292.79962,42.99033
1.69421771,4.161,91.1,0.74,621.89,1274.0,5402.0,4.591,0.717,281.56042,44.184818
13.8086331,3.613,207.0,1.09,44.5,659.0,5515.0,4.568,0.761,289.62292,44.104431
4.25907841,4.513,28.1,0.7,583.12,1253.0,5560.0,4.173,1.316,289.77121,44.139969
2.739477089,3.18229,32100.0,50.48,1120.19,1475.0,6469.0,4.431,1.056,290.2905,44.134239
1.307761491,2.22271,13900.0,29.17,671.75,1298.0,5112.0,4.596,0.673,291.26697,44.197269
4.028671454,8.12253,114000.0,52.42,1169.87,1492.0,6327.0,4.168,1.528,292.22934,44.160789
2.30118753,7.8216,87500.0,140.23,14194.09,2783.0,7970.0,3.871,2.652,294.22354,44.135658
0.449249224,4.7565,419000.0,95.83,17801.78,2941.0,6338.0,4.239,1.299,294.47131,44.12344
0.687004402,3.829,93.7,2.89,36888.8,3535.0,6240.0,3.684,2.803,299.62277,45.364079
0.91839938,4.479,152.0,1.0,1389.28,1558.0,5222.0,4.556,0.795,289.73306,45.43795
0.94356284,5.721,13.4,0.76,23945.42,3176.0,7693.0,4.083,1.984,293.57108,45.413639
2.243569483,4.14769,66300.0,21.11,817.05,1364.0,6081.0,4.526,0.801,295.18893,45.40617
8.258181993,3.9122,312000.0,58.19,101.33,809.0,5306.0,4.445,0.888,295.26965,45.476009
82.78482,7.52,190.0,2.16,14.88,501.0,5749.0,4.123,1.48,295.55292,45.473431
1.81139053,8.64,77.5,14.47,1092.69,1466.0,5941.0,4.519,0.911,295.97623,45.440338
2.4376438,1.587,27.1,0.79,1909.13,1686.0,5927.0,4.117,1.53,287.76895,46.83194
0.721522907,1.4521,22500.0,11.04,1115.99,1475.0,4893.0,4.634,0.625,288.49091,46.804989
7.09520543,3.69044,233000.0,50.23,103.28,813.0,5481.0,4.592,0.778,288.6192,46.802971
0.651731691,2.4602,20500.0,71.9,10815.86,2604.0,5791.0,4.052,1.472,289.09744,46.811081
0.50818743,3.433,54.9,1.26,27312.92,3274.0,7141.0,4.243,1.56,292.85281,46.85136
19.1644498,3.553,63.8,1.83,225.26,988.0,5877.0,3.86,2.234,295.04248,46.863991
40.06967462,9.3564,41900.0,27.38,28.2,588.0,5911.0,4.321,1.207,296.4682,46.85178
55.884827,2.283,498.0,2.11,8.7,438.0,5668.0,4.545,0.868,285.1973,44.64661
10.6840477,3.515,81900.0,26.43,9.21,444.0,3887.0,4.743,0.523,293.79077,48.401421
10.67459836,3.82706,16700.0,68.58,325.55,1083.0,6496.0,4.212,1.485,296.82587,48.443378
2.305097141,1.9378,5880.0,89.22,13581.41,2753.0,8851.0,4.085,2.178,297.39349,48.410751
0.974477904,2.69834,8850.0,618.37,172916.96,5205.0,5210.0,2.631,15.004,298.52713,48.418591
18.52591745,5.9056,456000.0,64.42,34.58,618.0,5492.0,4.533,0.887,298.80557,48.471989
4.15736472,2.217,201.0,1.09,178.03,931.0,5183.0,4.558,0.782,286.40033,48.521961
0.502454299,2.31547,37500.0,43.95,7025.25,2336.0,6134.0,4.498,0.901,291.27692,51.135712
27.30815016,4.43906,388000.0,47.06,17.75,523.0,5541.0,4.574,0.739,291.3735,51.153381
1.262742487,1.7433,15900.0,134.45,9925.41,2548.0,5273.0,3.621,3.15,295.32907,51.137798
1.222127938,2.2613,2490.0,30.32,1107.41,1470.0,5157.0,4.465,0.87,296.23392,51.141869
8.627475562,4.65505,36800.0,188.55,1031.92,1446.0,5146.0,3.475,4.063,296.34995,51.12344
0.589753355,0.606,216.0,1.03,2262.14,1760.0,5414.0,4.648,0.678,289.33759,51.20903
2.751566365,5.2403,72600.0,42.98,445.35,1171.0,5461.0,4.497,0.861,296.38013,51.209721
0.760935268,2.77023,371000.0,35.68,640.66,1285.0,4675.0,4.74,0.511,296.44193,51.224319
2.012094,2.157,74.8,0.99,1274.27,1523.0,5633.0,4.296,1.162,298.40137,44.838181
1.33258772,5.187,70.8,1.13,2625.26,1825.0,5576.0,4.201,1.289,295.19968,46.832321
9.4767057,3.893,231.0,1.38,118.13,841.0,5911.0,4.519,0.914,292.25464,37.97142
6.65171459,2.325,152.0,0.84,61.01,713.0,4889.0,4.637,0.686,290.26028,38.354988
208.54335,9.851,615.0,2.84,2.52,321.0,5533.0,4.275,1.166,289.66489,50.020039
17.7189786,4.102,177.0,1.44,61.01,713.0,5566.0,4.329,1.099,294.69406,45.86684
7.64370363,2.738,70.9,1.85,748.7,1334.0,6120.0,3.934,2.0,300.31619,45.49538
1.353414369,13.416,610.0,216.31,40561.5,3617.0,4850.0,2.865,8.586,294.94058,38.635689
1.806631432,1.102,218.0,1.05,297.98,1059.0,4606.0,4.591,0.699,291.06226,38.787151
15.06649153,6.2852,106000.0,88.56,177.96,932.0,5751.0,4.028,1.626,293.92529,38.738979
1.831829703,7.289,40500.0,49.38,4410.65,2078.0,5269.0,3.667,2.183,294.16028,38.767429
0.738527259,1.2174,423.0,49.08,18549.81,2978.0,5869.0,3.825,2.313,294.25818,38.706928
0.89627093,2.2033,67000.0,43.47,2129.33,1733.0,5551.0,4.493,0.861,295.00464,38.775478
5.11683678,3.119,161.0,1.16,275.15,1039.0,5955.0,4.52,0.91,295.73334,38.792011
0.922030594,4.367,13900.0,49.63,5474.27,2194.0,6484.0,4.386,1.153,297.93069,40.014961
24.71479071,5.06776,209000.0,112.24,155.67,901.0,6300.0,3.982,1.862,298.21442,40.0732
1.161947482,4.46886,130000.0,68.69,5300.4,2174.0,6225.0,4.204,1.457,293.53088,40.15049
0.607191908,1.30166,17400.0,12.44,2251.28,1759.0,5370.0,4.598,0.671,293.99124,40.18964
2.2502073,2.203,260.0,19.94,41377.92,3637.0,4507.0,2.391,12.787,282.18466,44.359459
17.9925973,2.762,199.0,1.62,73.97,748.0,5931.0,4.351,1.087,283.13373,40.852421
0.648775795,4.34648,109000.0,41.58,2038.54,1714.0,5143.0,4.559,0.776,283.77744,40.842037
4.132521615,12.4949,156000.0,93.1,1660.29,1628.0,6567.0,4.045,1.636,288.92068,40.881302
0.938905082,5.00453,359000.0,205.64,79148.54,4281.0,8615.0,3.784,3.003,292.21927,40.89333
0.93891532,2.134,39.1,1.13,11944.88,2667.0,6534.0,4.074,1.797,292.22049,40.88567
16.29421371,6.01687,174000.0,68.05,176.22,929.0,6237.0,4.145,1.508,292.51321,40.82756
11.02520205,12.8097,430000.0,164.02,663.18,1294.0,6047.0,3.724,2.3,295.43829,40.843578
10.81916946,5.50262,437000.0,67.76,123.51,850.0,5955.0,4.429,0.991,288.29306,42.057369
2.680514453,3.21178,196000.0,48.86,989.89,1431.0,6038.0,4.356,1.076,288.53311,42.047619
19.164111,2.773,216.0,1.11,17.12,519.0,5103.0,4.65,0.674,291.09485,42.002918
1.053573674,1.70116,3060.0,299.87,81969.77,4319.0,5838.0,3.038,7.385,291.87244,42.030499
0.970085646,1.129,153.0,18.65,162048.58,5119.0,4555.0,2.346,15.63,291.99316,42.049259
63.52017525,17.1759,32500.0,77.1,72.92,745.0,4938.0,3.388,4.33,292.27612,42.037739
11.30098763,10.5199,326000.0,97.12,254.84,1019.0,6143.0,4.165,1.448,293.02563,42.001381
2.182515126,6.8413,115000.0,128.15,12627.67,2703.0,8051.0,3.966,2.347,293.41541,42.917259
2.659418888,6.98414,305000.0,61.52,789.69,1352.0,6156.0,4.5,0.932,293.8414,42.948139
2.31610674,3.347,33.6,0.7,1393.98,1559.0,6025.0,4.3,1.193,295.82541,42.941639
0.948683571,1.676,151.0,1.12,1815.32,1665.0,5576.0,4.556,0.852,296.93594,42.954231
1.65546056,3.52,125.0,0.9,743.75,1331.0,5438.0,4.574,0.82,297.7178,42.989311
1.655472351,5.09197,174000.0,125.25,9914.08,2546.0,6725.0,3.86,2.171,297.74109,42.99609
1.759276227,3.19585,32100.0,40.79,2828.82,1861.0,6656.0,4.351,1.232,295.22525,44.112679
1.09206792,1.646,106.0,0.74,715.46,1320.0,4856.0,4.609,0.728,295.54388,44.12537
4.83014159,0.957,192.0,1.3,275.02,1039.0,5693.0,4.467,0.939,296.69574,44.150761
2.41194057,1.787,67.3,1.35,1771.98,1654.0,5598.0,4.045,1.594,298.88669,44.11586
1.613014741,4.39594,152000.0,157.33,23173.2,3145.0,7832.0,3.836,2.779,300.33246,44.144138
0.800263219,0.729,171.0,0.77,561.84,1240.0,4336.0,4.656,0.59,284.77267,44.249371
18.64632309,8.853,231000.0,213.31,480.54,1194.0,5786.0,3.542,3.478,300.89032,45.403431
3.044771557,11.0593,488000.0,231.93,14849.39,2816.0,8199.0,3.747,3.163,293.69333,45.517021
0.773144492,4.05643,216000.0,107.13,15791.97,2860.0,6413.0,4.038,1.91,295.28845,45.518337
50.44028536,12.2001,85300.0,51.5,48.36,673.0,6225.0,4.039,1.646,297.96613,45.545792
3.255385289,5.9498,159000.0,40.58,550.68,1236.0,5806.0,4.425,0.975,299.92822,45.595081
15.68434493,44.463,792.0,56.23,393.14,1136.0,6407.0,3.888,2.191,297.32681,46.845211
5.357409918,4.28582,199000.0,124.05,1172.13,1492.0,5768.0,3.809,2.057,298.99442,46.812408
1.400991827,4.8798,64100.0,98.13,8795.37,2468.0,6706.0,4.026,1.924,286.556,46.95734
19.2532128,1.674,219.0,1.42,54.13,692.0,6060.0,4.495,0.953,287.46475,46.96841
1.34062901,3.076,69.5,0.82,1876.57,1678.0,6045.0,4.494,0.955,293.12991,46.921768
14.1011023,4.513,108.0,1.26,157.56,904.0,6534.0,4.365,1.199,295.08221,46.941711
7.448375935,4.23892,153000.0,34.37,136.18,871.0,5636.0,4.489,0.867,295.29791,46.920471
0.678137665,1.00718,885.0,30.37,6364.7,2274.0,6429.0,4.449,0.942,290.90582,48.531811
2.069415479,5.71941,16200.0,55.45,2310.53,1768.0,6640.0,4.343,1.25,291.95267,48.568878
1.817079849,0.889,205.0,1.39,1056.39,1454.0,5808.0,4.503,0.963,282.55869,48.63097
8.04963472,6.00488,280000.0,95.98,571.1,1247.0,6698.0,4.171,1.485,284.41779,48.680908
11.57894687,4.6373,300000.0,58.32,134.91,869.0,6028.0,4.355,1.014,285.71439,48.601822
1.47258471,4.76885,224000.0,123.25,12617.53,2705.0,7360.0,4.008,2.024,287.64722,48.646679
5.15998178,3.356,412.0,19.07,25.63,574.0,3900.0,4.727,0.534,295.83051,48.602261
4.446459958,2.558,5660.0,36.15,265.42,1030.0,5615.0,4.504,0.893,284.40344,48.70808
8.207257515,4.23835,391000.0,46.82,42.1,650.0,4859.0,4.637,0.621,296.24603,51.369099
1.22775105,1.602,328.0,1.0,340.64,1094.0,4551.0,4.713,0.56,289.04477,51.415379
21.980467,4.78,96.0,0.92,36.07,625.0,5573.0,4.418,0.936,289.82422,51.552029
7.214721393,2.36464,46800.0,16.79,37.12,630.0,4705.0,4.696,0.552,291.08231,51.558361
3.18740907,6.19,138.0,0.81,168.43,919.0,4808.0,4.589,0.715,290.20361,37.774342
7.23524221,2.685,60.0,0.82,191.14,948.0,5574.0,4.354,1.065,285.72849,42.65453
8.19619768,2.109,197.0,1.55,123.81,851.0,5323.0,4.378,0.995,286.05243,39.09605
5.215752,1.13,46.8,0.83,422.67,1156.0,6202.0,4.422,1.122,287.41006,39.65868
0.696290095,3.839,121.0,12.63,3537.89,1969.0,5904.0,4.543,0.867,283.72379,40.23756
10.0714369,6.891,49.5,1.98,814.46,1362.0,5768.0,3.633,2.81,287.22351,38.817612
4.37198905,2.177,104.0,0.93,327.65,1085.0,5823.0,4.489,0.919,291.93356,38.827202
24.09002065,11.0494,6780.0,9.39,21.85,551.0,5354.0,4.495,0.804,294.1434,38.893162
3.09383248,1.576,374.0,1.32,233.91,998.0,5327.0,4.646,0.681,295.92456,38.876968
2.666961614,2.4774,7580.0,40.68,1104.26,1469.0,6609.0,4.484,0.974,296.05377,38.89426
